sensor_id,tipo_elem,osm_node,snap_dist_m,lat_sensor,lon_sensor,lat_nodo,lon_nodo,calidad
5723,URB,81466847,51.1,40.451257,-3.695064,40.4508,-3.695133,aceptable
5724,URB,81466847,37.4,40.450468,-3.695207,40.4508,-3.695133,bueno
5726,URB,98746811,9.5,40.450868,-3.696579,40.450896,-3.696685,bueno
5731,URB,28096046,33.3,40.450024,-3.696765,40.449726,-3.696806,bueno
5734,URB,81466847,22.4,40.450852,-3.695388,40.4508,-3.695133,bueno
5737,URB,98746811,28.0,40.450923,-3.697014,40.450896,-3.696685,bueno
5744,URB,102322212,70.3,40.474255,-3.677296,40.473974,-3.678041,aceptable
5745,URB,1137204068,70.9,40.473138,-3.676727,40.472626,-3.676229,aceptable
5746,URB,102320034,36.8,40.473135,-3.677274,40.473321,-3.677634,bueno
5747,URB,25924922,24.3,40.473043,-3.674666,40.472993,-3.674946,bueno
5748,URB,3255683441,84.7,40.472048,-3.674644,40.472408,-3.675526,aceptable
5749,URB,7978149668,46.4,40.471779,-3.675876,40.47137,-3.675989,bueno
5750,URB,1137204068,38.2,40.47276,-3.676645,40.472626,-3.676229,bueno
5751,URB,102291414,23.6,40.470558,-3.675863,40.470506,-3.676134,bueno
5752,URB,102291414,35.4,40.470381,-3.676519,40.470506,-3.676134,bueno
5753,URB,102330095,15.8,40.476495,-3.676217,40.476517,-3.676402,bueno
5754,URB,102331886,16.4,40.479526,-3.675476,40.479498,-3.675667,bueno
5755,URB,93871336,10.7,40.461898,-3.700842,40.461925,-3.700964,bueno
5756,URB,91611947,12.7,40.462942,-3.702917,40.463033,-3.703009,bueno
5757,URB,50679356,20.4,40.464148,-3.705678,40.464051,-3.705473,bueno
5759,URB,50679360,1.8,40.464947,-3.706027,40.464954,-3.706047,bueno
5760,URB,4640732577,27.9,40.464548,-3.706347,40.464297,-3.706331,bueno
5870,URB,41867702,25.8,40.480569,-3.721919,40.480517,-3.722216,bueno
5871,URB,41867702,20.9,40.480607,-3.721999,40.480517,-3.722216,bueno
5872,URB,2678931611,29.5,40.481719,-3.71923,40.481655,-3.719568,bueno
5873,URB,2678931611,18.9,40.481739,-3.719374,40.481655,-3.719568,bueno
5874,URB,25693475,78.9,40.482684,-3.716029,40.482945,-3.715162,aceptable
5875,URB,25693475,81.6,40.482744,-3.716089,40.482945,-3.715162,aceptable
5876,URB,25693479,47.8,40.483429,-3.713059,40.48329,-3.713594,bueno
5877,URB,8687348893,43.9,40.484609,-3.710826,40.484774,-3.711298,bueno
5878,URB,2485082425,4.2,40.485676,-3.709233,40.48571,-3.709256,bueno
5879,URB,254459987,64.3,40.48676,-3.707504,40.48697,-3.706796,aceptable
5880,URB,2489189068,7.0,40.498463,-3.707574,40.498414,-3.707523,bueno
5881,URB,26209509,0.2,40.488949,-3.70158,40.488948,-3.701578,bueno
5882,URB,258603594,10.5,40.480571,-3.724075,40.480546,-3.723955,bueno
5883,URB,31488956,27.0,40.481709,-3.716938,40.481907,-3.717122,bueno
5884,URB,25920642,39.5,40.481282,-3.715229,40.481139,-3.715657,bueno
5885,URB,642051838,52.8,40.48216,-3.712475,40.482276,-3.711869,aceptable
5886,URB,388039880,26.2,40.48142,-3.713114,40.481211,-3.713256,bueno
5887,URB,25920289,23.7,40.48569,-3.708769,40.4859,-3.708809,bueno
5888,URB,25920269,36.8,40.484693,-3.707826,40.48448,-3.707492,bueno
5889,URB,4633714092,23.4,40.483418,-3.705972,40.483257,-3.705793,bueno
5890,URB,25920540,54.2,40.483388,-3.707915,40.483032,-3.708351,aceptable
5891,URB,25920287,84.7,40.484512,-3.706123,40.48513,-3.706709,aceptable
5892,URB,390063305,40.6,40.491035,-3.699185,40.490679,-3.699077,bueno
5893,URB,1137265094,35.8,40.489516,-3.697432,40.489215,-3.697279,bueno
5894,URB,25693466,77.5,40.483721,-3.7154,40.483229,-3.714752,aceptable
5895,URB,258369438,81.1,40.484888,-3.71612,40.485561,-3.71649,aceptable
5896,URB,258369438,81.6,40.484856,-3.716226,40.485561,-3.71649,aceptable
5897,URB,60336185,115.1,40.484099,-3.715556,40.483734,-3.714282,aceptable
5898,URB,258369438,86.3,40.4848,-3.716294,40.485561,-3.71649,aceptable
5899,URB,77851785,9.5,40.490299,-3.696477,40.490381,-3.696448,bueno
5900,URB,77851785,9.0,40.490372,-3.696554,40.490381,-3.696448,bueno
5901,URB,77852630,12.3,40.489477,-3.700817,40.489366,-3.700818,bueno
5902,URB,390958490,20.4,40.481374,-3.717014,40.481466,-3.716806,bueno
5903,URB,1379337282,24.6,40.482485,-3.722454,40.482265,-3.722418,bueno
5904,URB,26209494,23.0,40.488051,-3.698936,40.488143,-3.698693,bueno
5905,URB,26209494,20.3,40.48796,-3.698683,40.488143,-3.698693,bueno
5906,URB,258361897,16.2,40.485869,-3.70931,40.485766,-3.709174,bueno
6009,URB,3317821927,11.1,40.462254,-3.664437,40.462169,-3.664369,bueno
6010,URB,25925643,52.5,40.46138,-3.663362,40.461696,-3.663822,aceptable
6011,URB,285888298,13.2,40.460504,-3.662089,40.460589,-3.662197,bueno
6012,URB,100963152,16.8,40.459606,-3.660275,40.459503,-3.660129,bueno
6013,URB,100963150,11.1,40.458632,-3.65896,40.458728,-3.658999,bueno
6014,URB,100963149,28.9,40.457963,-3.658495,40.458221,-3.65854,bueno
6015,URB,100955655,38.3,40.456776,-3.657458,40.456496,-3.657195,bueno
6016,URB,100955655,14.0,40.456523,-3.657033,40.456496,-3.657195,bueno
6017,URB,100963140,11.6,40.454776,-3.655648,40.454837,-3.655538,bueno
6026,URB,100964044,56.2,40.462305,-3.663268,40.461923,-3.663703,aceptable
6027,URB,25925644,82.4,40.460733,-3.663293,40.460669,-3.662322,aceptable
6028,URB,100963154,95.7,40.46069,-3.660181,40.460043,-3.660928,aceptable
6029,URB,253115751,45.3,40.458076,-3.660325,40.457692,-3.660504,bueno
6030,URB,100963148,104.7,40.457801,-3.656675,40.457297,-3.65772,aceptable
6031,URB,100955658,85.5,40.455341,-3.657371,40.455783,-3.656544,aceptable
6034,URB,253115710,8.3,40.462044,-3.658663,40.461977,-3.658705,bueno
6035,URB,253624533,11.2,40.463162,-3.656856,40.46312,-3.656976,bueno
6036,URB,253115511,88.2,40.464279,-3.656818,40.463642,-3.657439,aceptable
6038,URB,282275767,24.0,40.454839,-3.660661,40.455055,-3.660675,bueno
6039,URB,253116003,50.0,40.45327,-3.66062,40.453699,-3.660798,aceptable
6040,URB,253115782,6.6,40.451018,-3.659475,40.450963,-3.659447,bueno
6041,URB,3284347481,33.9,40.453314,-3.662344,40.45341,-3.661964,bueno
6042,URB,253116038,28.9,40.454473,-3.659188,40.454303,-3.659447,bueno
6043,URB,3284347475,36.0,40.451768,-3.661793,40.451999,-3.661495,bueno
6044,URB,100955664,28.7,40.452457,-3.653598,40.452685,-3.653756,bueno
6045,URB,100963136,23.7,40.451977,-3.653072,40.451796,-3.652923,bueno
6059,URB,253115721,23.7,40.461595,-3.659509,40.461481,-3.659272,bueno
6061,URB,253116133,22.5,40.454871,-3.658805,40.454702,-3.65866,bueno
6062,URB,100964049,44.4,40.465693,-3.665692,40.465302,-3.665582,bueno
6063,URB,285911596,16.1,40.467985,-3.666321,40.467858,-3.666413,bueno
6064,URB,13311216794,42.2,40.468473,-3.6666,40.468847,-3.666688,bueno
6065,URB,100954669,19.6,40.469604,-3.666903,40.469778,-3.666939,bueno
6066,URB,100964061,46.3,40.470267,-3.666938,40.470675,-3.667051,bueno
6067,URB,100964067,32.6,40.472838,-3.667788,40.472594,-3.667576,bueno
6068,URB,100964069,32.4,40.474609,-3.66812,40.474324,-3.668044,bueno
6069,URB,269978277,4.1,40.478211,-3.668863,40.47824,-3.668833,bueno
6070,URB,270131248,15.1,40.479169,-3.668138,40.479061,-3.668246,bueno
6071,URB,2027208868,17.3,40.480536,-3.666976,40.480654,-3.666844,bueno
6072,URB,25962796,21.9,40.466801,-3.667476,40.466806,-3.667217,bueno
6073,URB,100964059,75.2,40.469064,-3.665703,40.468924,-3.666572,aceptable
6074,URB,27224654,52.9,40.476578,-3.669926,40.476888,-3.670401,aceptable
6075,URB,269958045,18.3,40.480377,-3.667932,40.480488,-3.668094,bueno
6076,URB,100964064,101.1,40.471749,-3.665964,40.471547,-3.667129,aceptable
6077,URB,3216358575,12.4,40.475406,-3.667449,40.475363,-3.667314,bueno
6078,URB,221342520,2.6,40.474107,-3.663946,40.474112,-3.663976,bueno
6079,URB,270161794,17.0,40.474125,-3.66276,40.474009,-3.662891,bueno
6080,URB,1492770597,12.4,40.473095,-3.662927,40.473196,-3.66299,bueno
6081,URB,269978245,79.3,40.478227,-3.671232,40.478171,-3.670298,aceptable
6082,URB,269972859,75.7,40.480017,-3.672865,40.480031,-3.671971,aceptable
6083,URB,286219087,13.4,40.47886,-3.672961,40.478935,-3.672835,bueno
6084,URB,269965816,19.8,40.479438,-3.67127,40.479475,-3.671041,bueno
6085,URB,3216358575,6.8,40.475304,-3.667336,40.475363,-3.667314,bueno
6086,URB,221342520,29.2,40.474364,-3.664074,40.474112,-3.663976,bueno
6087,URB,270187350,82.0,40.472233,-3.66128,40.471896,-3.660419,aceptable
6088,URB,26747736,11.4,40.475228,-3.665521,40.475331,-3.665521,bueno
6089,URB,285911950,26.4,40.474135,-3.665215,40.473899,-3.66518,bueno
6090,URB,285913437,39.0,40.472032,-3.664025,40.471706,-3.664195,bueno
6091,URB,8791403852,5.6,40.482752,-3.664258,40.482714,-3.664302,bueno
6092,URB,1217616417,31.6,40.483306,-3.663364,40.483152,-3.663679,bueno
6093,URB,221284178,37.5,40.484493,-3.661471,40.484196,-3.661681,bueno
6094,URB,290829705,30.9,40.484007,-3.663518,40.484172,-3.663224,bueno
6095,URB,100941644,43.9,40.483499,-3.665118,40.483354,-3.664636,bueno
6096,URB,8791350663,10.6,40.482523,-3.664765,40.482596,-3.664684,bueno
6097,URB,270127881,4.5,40.480324,-3.666937,40.480354,-3.666901,bueno
6098,URB,26743900,24.8,40.479564,-3.666468,40.479407,-3.66626,bueno
6099,URB,270161803,22.5,40.478047,-3.66443,40.477896,-3.664254,bueno
6100,URB,100964047,23.0,40.463594,-3.665101,40.463396,-3.665025,bueno
6101,URB,254358937,27.3,40.467508,-3.663765,40.467599,-3.663464,bueno
6102,URB,285909617,16.9,40.466847,-3.663239,40.466997,-3.663272,bueno
6103,URB,285911800,17.8,40.468166,-3.663653,40.468325,-3.663664,bueno
6104,URB,290829705,21.5,40.484358,-3.663154,40.484172,-3.663224,bueno
6105,URB,3613373158,8.6,40.482538,-3.664172,40.482544,-3.664273,bueno
6106,URB,100964068,22.0,40.473512,-3.667558,40.473453,-3.667807,bueno
6107,URB,100964060,30.4,40.469884,-3.666477,40.469809,-3.666822,bueno
6109,URB,27224687,19.5,40.474548,-3.665348,40.47472,-3.665388,bueno
6110,URB,221342520,26.6,40.474045,-3.664278,40.474112,-3.663976,bueno
6111,URB,1492770599,6.7,40.47336,-3.66333,40.4734,-3.663389,bueno
6112,URB,270182075,6.8,40.473607,-3.663439,40.473638,-3.663371,bueno
6221,URB,253625470,32.1,40.463352,-3.652475,40.46349,-3.652809,bueno
6222,URB,219356405,17.3,40.463252,-3.651896,40.46317,-3.651724,bueno
6241,URB,219511390,31.4,40.45716,-3.652806,40.457133,-3.653176,bueno
6242,URB,1862248776,85.9,40.456367,-3.655304,40.456099,-3.654352,aceptable
6248,URB,2422171924,16.2,40.456314,-3.653617,40.456182,-3.653536,bueno
6249,URB,282272122,14.2,40.457568,-3.654768,40.457685,-3.654834,bueno
6271,URB,1489535622,16.0,40.462554,-3.653278,40.462452,-3.653412,bueno
6272,URB,254357166,60.5,40.464368,-3.652881,40.464839,-3.653237,aceptable
6286,URB,253622131,39.0,40.466019,-3.654896,40.466308,-3.654636,bueno
6287,URB,355164178,54.6,40.468919,-3.652361,40.469285,-3.65193,aceptable
6288,URB,254996924,5.0,40.470725,-3.650811,40.470759,-3.650771,bueno
6292,URB,254996525,80.9,40.471359,-3.656338,40.471554,-3.655416,aceptable
6293,URB,950736373,9.3,40.472677,-3.650553,40.472665,-3.650663,bueno
6300,URB,254968745,14.6,40.474173,-3.655847,40.474238,-3.655697,bueno
6301,URB,254968745,7.0,40.474178,-3.655723,40.474238,-3.655697,bueno
6302,URB,31040865,17.6,40.466633,-3.655578,40.466591,-3.655779,bueno
6303,URB,254357254,17.1,40.46718,-3.652491,40.467161,-3.652692,bueno
6308,URB,2455933039,14.7,40.469907,-3.65075,40.469838,-3.650898,bueno
6310,URB,252155841,63.3,40.478673,-3.652475,40.479133,-3.652033,aceptable
6311,URB,253523238,47.7,40.48004,-3.651278,40.479654,-3.651527,bueno
6312,URB,254995414,69.9,40.475822,-3.655017,40.475926,-3.654201,aceptable
6313,URB,254996321,51.9,40.47233,-3.656804,40.471918,-3.657091,aceptable
6314,URB,263917164,28.1,40.473411,-3.655176,40.473487,-3.654859,bueno
6315,URB,254359079,40.8,40.475236,-3.656178,40.475266,-3.656659,bueno
6327,URB,254996240,16.1,40.473459,-3.65452,40.473585,-3.654612,bueno
6330,URB,252155856,12.7,40.479288,-3.652163,40.47918,-3.652119,bueno
6331,URB,252155813,82.2,40.478814,-3.651006,40.479184,-3.651847,aceptable
6559,URB,2587373611,85.2,40.484215,-3.682754,40.484729,-3.683501,aceptable
6560,URB,31462817,12.7,40.484459,-3.684115,40.484348,-3.684143,bueno
6561,URB,31462952,4.1,40.485646,-3.684106,40.485653,-3.684153,bueno
6562,URB,2421410415,7.2,40.490116,-3.685816,40.490175,-3.685848,bueno
6563,URB,4600518415,25.2,40.491454,-3.686344,40.491228,-3.686361,bueno
6564,URB,76475097,19.9,40.498058,-3.686717,40.497889,-3.686797,bueno
6566,URB,76475096,10.7,40.498867,-3.686335,40.498859,-3.686461,bueno
6567,URB,76475107,14.7,40.494331,-3.68754,40.494462,-3.687549,bueno
6568,URB,76475116,6.2,40.49227,-3.686705,40.492228,-3.686656,bueno
6569,URB,3894944071,61.1,40.486331,-3.684442,40.486863,-3.684617,aceptable
6570,URB,79298871,59.7,40.491171,-3.688854,40.490675,-3.689123,aceptable
6571,URB,77932117,53.4,40.491118,-3.691041,40.491391,-3.69156,aceptable
6572,URB,2421410431,16.5,40.491066,-3.687735,40.491117,-3.687552,bueno
6573,URB,76747227,3.7,40.498676,-3.687467,40.498709,-3.687462,bueno
6574,URB,153842126,24.0,40.490657,-3.693119,40.490446,-3.693179,bueno
6578,URB,77836466,0.8,40.492494,-3.686914,40.492498,-3.686906,bueno
6579,URB,77917056,0.9,40.491453,-3.690085,40.491446,-3.690089,bueno
6580,URB,77917059,0.7,40.491192,-3.689733,40.491186,-3.68973,bueno
6602,URB,283587352,9.3,40.499807,-3.657648,40.499856,-3.657737,bueno
6603,URB,283577949,34.3,40.495495,-3.651201,40.495703,-3.651501,bueno
6605,URB,255964537,19.7,40.499629,-3.659789,40.499805,-3.659813,bueno
6607,URB,277968725,9.4,40.48742,-3.652824,40.487397,-3.652717,bueno
6608,URB,283605404,26.1,40.488485,-3.651199,40.488656,-3.650987,bueno
6609,URB,283592835,10.8,40.490829,-3.659477,40.490885,-3.659581,bueno
6610,URB,7053000507,30.8,40.493381,-3.663918,40.493552,-3.664205,bueno
6611,URB,7053000507,24.9,40.493774,-3.66424,40.493552,-3.664205,bueno
6612,URB,299507647,37.0,40.494829,-3.66588,40.494647,-3.665515,bueno
6613,URB,262570432,78.6,40.495284,-3.664716,40.494677,-3.665194,aceptable
6614,URB,255964218,21.8,40.495614,-3.665863,40.495424,-3.665929,bueno
6615,URB,254531918,77.5,40.496814,-3.666086,40.496312,-3.666721,aceptable
6616,URB,3556619145,26.1,40.495735,-3.667491,40.495872,-3.66724,bueno
6617,URB,255266050,6.2,40.495045,-3.668405,40.495082,-3.66835,bueno
6618,URB,615649179,52.7,40.495569,-3.668988,40.495397,-3.668408,aceptable
6619,URB,255964218,19.6,40.495599,-3.665962,40.495424,-3.665929,bueno
6620,URB,1340025711,26.9,40.48526,-3.660877,40.485045,-3.661024,bueno
6621,URB,299373766,34.3,40.486252,-3.659931,40.486456,-3.659626,bueno
6622,URB,299373766,34.8,40.486284,-3.65997,40.486456,-3.659626,bueno
6623,URB,2584426062,1.2,40.487317,-3.658421,40.487319,-3.658435,bueno
6624,URB,2584426062,4.3,40.487354,-3.658457,40.487319,-3.658435,bueno
6625,URB,221296238,66.7,40.485731,-3.66113,40.486028,-3.660444,aceptable
6627,URB,298967669,25.6,40.485866,-3.651976,40.485991,-3.652231,bueno
6628,URB,283605404,26.8,40.488669,-3.650671,40.488656,-3.650987,bueno
6629,URB,283606036,25.8,40.489472,-3.650793,40.489409,-3.651087,bueno
6639,M30,1121592042,43.4,40.491676,-3.671563,40.491565,-3.672055,bueno
6640,M30,25921963,34.5,40.4812,-3.674087,40.481326,-3.673715,bueno
6641,M30,25921961,4.1,40.480878,-3.674043,40.480851,-3.674077,bueno
6642,M30,25965172,46.2,40.476038,-3.674395,40.475689,-3.674099,bueno
6643,M30,25965172,51.9,40.47598,-3.674579,40.475689,-3.674099,aceptable
6644,M30,1296837952,10.3,40.470874,-3.671757,40.470931,-3.671855,bueno
6645,M30,1296837952,10.8,40.470834,-3.671843,40.470931,-3.671855,bueno
6646,M30,360627869,39.4,40.466456,-3.66843,40.466721,-3.66812,bueno
6647,M30,360627869,55.5,40.466414,-3.668638,40.466721,-3.66812,aceptable
6648,M30,25925496,26.9,40.463361,-3.66675,40.463142,-3.666884,bueno
6649,M30,25925496,21.8,40.463324,-3.666982,40.463142,-3.666884,bueno
6650,M30,25925883,33.8,40.454523,-3.663421,40.454221,-3.663385,bueno
6651,M30,25925883,35.6,40.454416,-3.663718,40.454221,-3.663385,bueno
6652,M30,25925883,29.0,40.454467,-3.663496,40.454221,-3.663385,bueno
6653,M30,25925883,31.3,40.454464,-3.663573,40.454221,-3.663385,bueno
6700,M30,150878502,28.3,40.472733,-3.728937,40.472563,-3.729187,bueno
6702,M30,25920539,50.0,40.481271,-3.708007,40.481579,-3.708438,aceptable
6703,M30,25920340,128.3,40.483263,-3.701083,40.483752,-3.699709,aceptable
6704,M30,25587659,10.6,40.484786,-3.697153,40.484855,-3.697238,bueno
6705,M30,1137265017,19.4,40.484352,-3.697941,40.484491,-3.697804,bueno
6706,M30,135822766,78.4,40.485366,-3.694858,40.48586,-3.694197,aceptable
6709,M30,11397060819,68.7,40.483532,-3.68857,40.484125,-3.6888,aceptable
6712,M30,12364718088,100.8,40.492238,-3.670675,40.493055,-3.67016,aceptable
6713,M30,25921963,64.7,40.481905,-3.673634,40.481326,-3.673715,aceptable
6714,M30,25965172,5.8,40.475706,-3.674034,40.475689,-3.674099,bueno
6715,M30,1296837952,23.1,40.47098,-3.671589,40.470931,-3.671855,bueno
6716,M30,31026402,43.0,40.471093,-3.671359,40.470827,-3.67099,bueno
6717,M30,360627869,24.6,40.466521,-3.668244,40.466721,-3.66812,bueno
6718,M30,360627869,22.2,40.466562,-3.667961,40.466721,-3.66812,bueno
6719,M30,360627869,21.9,40.466529,-3.668062,40.466721,-3.66812,bueno
6720,M30,1775159852,63.1,40.461982,-3.66577,40.461779,-3.666466,aceptable
6721,M30,3317821930,45.9,40.462101,-3.66557,40.462391,-3.665184,bueno
6722,M30,25925612,29.4,40.457211,-3.663646,40.456946,-3.663651,bueno
6723,M30,25925612,41.9,40.457291,-3.663451,40.456946,-3.663651,bueno
6724,M30,25925612,29.5,40.457195,-3.663771,40.456946,-3.663651,bueno
6725,M30,25925881,2.6,40.45026,-3.66254,40.45027,-3.662512,bueno
6726,M30,25925881,18.3,40.450331,-3.66231,40.45027,-3.662512,bueno
6771,M30,161891037,22.7,40.480904,-3.710254,40.480852,-3.709994,bueno
6772,M30,1137265017,30.5,40.484713,-3.697591,40.484491,-3.697804,bueno
6773,M30,21682607,6.8,40.485124,-3.692179,40.485185,-3.692189,bueno
6774,M30,10904763597,14.3,40.485063,-3.691941,40.484986,-3.692077,bueno
6775,M30,11397060819,59.3,40.483643,-3.6885,40.484125,-3.6888,aceptable
6783,M30,130027164,26.5,40.497498,-3.7004,40.49726,-3.70042,bueno
6784,M30,130027164,25.5,40.497473,-3.70031,40.49726,-3.70042,bueno
6786,M30,297767512,54.3,40.481267,-3.68504,40.481492,-3.68561,aceptable
6787,M30,21473816,56.0,40.482949,-3.659952,40.482834,-3.659308,aceptable
6788,M30,21473816,56.6,40.482866,-3.659976,40.482834,-3.659308,aceptable
6801,M30,135822766,38.1,40.485857,-3.694647,40.48586,-3.694197,bueno
6802,M30,1137265048,30.2,40.487206,-3.696803,40.486946,-3.696701,bueno
6803,M30,1137265048,46.4,40.486662,-3.696301,40.486946,-3.696701,bueno
6804,M30,25587629,41.6,40.493907,-3.69996,40.494164,-3.700318,bueno
6805,M30,130027164,33.6,40.497557,-3.700488,40.49726,-3.70042,bueno
6806,M30,130027164,39.4,40.497588,-3.700597,40.49726,-3.70042,bueno
6807,M30,25908685,44.8,40.48085,-3.685459,40.480452,-3.685542,bueno
6808,M30,25908685,43.8,40.480845,-3.685583,40.480452,-3.685542,bueno
6809,M30,21473816,61.1,40.48308,-3.659954,40.482834,-3.659308,aceptable
6810,M30,21473816,63.5,40.483158,-3.659926,40.482834,-3.659308,aceptable
6818,M30,10908110531,10.4,40.483822,-3.677555,40.483837,-3.677434,bueno
6826,URB,255264674,25.5,40.493393,-3.662472,40.493615,-3.662397,bueno
6912,URB,1912989292,98.3,40.47149,-3.721545,40.471188,-3.722637,aceptable
6914,M30,339984071,2.0,40.479113,-3.715836,40.479114,-3.715813,bueno
6932,M30,21473805,3.4,40.484055,-3.672554,40.484024,-3.672555,bueno
6933,M30,21473805,11.6,40.484118,-3.672497,40.484024,-3.672555,bueno
6934,M30,25922371,43.6,40.484845,-3.672689,40.484454,-3.672658,bueno
6935,M30,25922371,41.4,40.484824,-3.672607,40.484454,-3.672658,bueno
6959,URB,4676941673,11.9,40.487277,-3.729533,40.487346,-3.729425,bueno
6961,URB,387768487,20.8,40.48601,-3.72896,40.485899,-3.728763,bueno
6980,URB,320706109,32.8,40.458764,-3.67816,40.458766,-3.677772,bueno
6981,URB,320703120,11.3,40.458528,-3.675839,40.458464,-3.675735,bueno
7013,M30,8418541718,35.5,40.484878,-3.672393,40.484679,-3.672064,bueno
7014,M30,8418541718,27.2,40.484839,-3.672309,40.484679,-3.672064,bueno
7015,M30,8418541718,30.8,40.484911,-3.672264,40.484679,-3.672064,bueno
7017,URB,3077638509,28.6,40.467846,-3.689222,40.468097,-3.689152,bueno
7024,URB,26204788,88.2,40.474534,-3.697941,40.474876,-3.698882,aceptable
7085,URB,98963439,28.0,40.458926,-3.687733,40.458989,-3.688053,bueno
7086,URB,102385784,16.6,40.458635,-3.68335,40.458599,-3.683541,bueno
7088,URB,320596960,56.2,40.460132,-3.667264,40.459736,-3.667676,aceptable
7089,URB,320596960,43.0,40.460055,-3.667389,40.459736,-3.667676,bueno
7092,URB,320596960,58.3,40.460105,-3.667187,40.459736,-3.667676,aceptable
7093,URB,320596960,48.0,40.459985,-3.667214,40.459736,-3.667676,bueno
7094,URB,81466856,86.5,40.459252,-3.693311,40.459253,-3.694334,aceptable
7097,URB,5633367841,31.2,40.46465,-3.706483,40.464886,-3.706682,bueno
7111,URB,81466857,86.4,40.459291,-3.693308,40.459369,-3.694324,aceptable
7112,URB,353299296,5.5,40.460021,-3.696674,40.459993,-3.696619,bueno
7114,URB,93862636,26.0,40.456688,-3.704329,40.456787,-3.704052,bueno
7115,URB,26412911,36.6,40.453183,-3.703093,40.452854,-3.703087,bueno
7128,M30,21473805,4.1,40.483987,-3.672552,40.484024,-3.672555,bueno
7129,M30,21473805,18.1,40.484181,-3.6725,40.484024,-3.672555,bueno
7130,M30,13330223616,24.2,40.483543,-3.67509,40.483672,-3.675321,bueno
7141,URB,26205117,26.1,40.47933,-3.696688,40.479564,-3.696664,bueno
7142,URB,26205117,25.4,40.479604,-3.696368,40.479564,-3.696664,bueno
9841,URB,290093104,65.4,40.472484,-3.727412,40.472766,-3.72809,aceptable
9842,URB,150878485,69.2,40.471684,-3.727783,40.472186,-3.728266,aceptable
9844,URB,1137332566,69.8,40.469778,-3.657589,40.470352,-3.657922,aceptable
9845,URB,254358926,15.3,40.471343,-3.659645,40.471397,-3.659812,bueno
9846,URB,254996321,48.0,40.472332,-3.65693,40.471918,-3.657091,bueno
9875,URB,313186178,10.3,40.497994,-3.655174,40.497941,-3.655074,bueno
9882,URB,26233682,40.8,40.472849,-3.704409,40.472881,-3.703929,bueno
9883,URB,11664930751,37.5,40.477111,-3.715446,40.477407,-3.715656,bueno
9884,URB,26231279,85.7,40.476585,-3.717212,40.47678,-3.716232,aceptable
9886,URB,11664930748,27.6,40.477975,-3.716373,40.478223,-3.716367,bueno
9887,URB,26231297,32.9,40.476095,-3.715963,40.475803,-3.715897,bueno
9896,URB,102332159,91.0,40.481878,-3.675815,40.482675,-3.675569,aceptable
9897,URB,102332163,11.8,40.480664,-3.674721,40.48063,-3.674589,bueno
9898,URB,344864101,23.8,40.470743,-3.718661,40.470908,-3.718482,bueno
9899,URB,353230277,64.0,40.470301,-3.716163,40.469802,-3.715788,aceptable
9900,URB,353230277,58.6,40.470204,-3.716235,40.469802,-3.715788,aceptable
9903,URB,2008332020,92.8,40.473978,-3.71533,40.473174,-3.715035,aceptable
9904,URB,2008329574,20.9,40.472458,-3.714868,40.472585,-3.714686,bueno
9905,URB,150866083,24.3,40.473133,-3.716394,40.47315,-3.716681,bueno
9906,URB,50040824,12.6,40.473284,-3.713953,40.473283,-3.713804,bueno
9908,URB,51414391,75.6,40.455439,-3.729281,40.456109,-3.729435,aceptable
9910,URB,150865964,13.7,40.472624,-3.722513,40.472726,-3.722422,bueno
9911,URB,150866232,7.5,40.471096,-3.723014,40.471035,-3.723053,bueno
9912,URB,344863154,88.3,40.471518,-3.721326,40.471192,-3.720375,aceptable
9913,URB,344863140,93.6,40.472174,-3.724203,40.471912,-3.723151,aceptable
9915,URB,26261947,157.7,40.474792,-3.696121,40.473545,-3.695231,aceptable
9916,URB,26261947,152.4,40.474732,-3.696133,40.473545,-3.695231,aceptable
9918,URB,26204788,20.6,40.474734,-3.698726,40.474876,-3.698882,bueno
9919,URB,26204788,28.9,40.474773,-3.698569,40.474876,-3.698882,bueno
9925,URB,102329292,4.7,40.480024,-3.675697,40.480049,-3.675742,bueno
9926,URB,293396588,34.4,40.45022,-3.729264,40.449915,-3.729196,bueno
9929,URB,2480996607,48.3,40.46024,-3.728185,40.460383,-3.728725,bueno
9930,URB,32100092,54.9,40.458687,-3.729443,40.45917,-3.729579,aceptable
9931,URB,2480996607,42.3,40.460301,-3.728237,40.460383,-3.728725,bueno
9932,URB,32100092,56.8,40.458659,-3.729592,40.45917,-3.729579,aceptable
9960,URB,150760768,23.7,40.454222,-3.715273,40.454034,-3.71514,bueno
9973,URB,2008329575,79.6,40.471395,-3.715607,40.47125,-3.714685,aceptable
9974,URB,2008329574,28.8,40.472434,-3.714962,40.472585,-3.714686,bueno
9975,URB,2008329631,3.5,40.470489,-3.714517,40.470496,-3.714558,bueno
9976,URB,26235008,66.2,40.471338,-3.713625,40.471502,-3.712874,aceptable
9991,URB,81468686,78.6,40.462808,-3.691641,40.462103,-3.691709,aceptable
10012,URB,4777894121,13.4,40.467961,-3.724342,40.467866,-3.72444,bueno
10027,URB,2590772500,25.7,40.489697,-3.69944,40.489555,-3.699201,bueno
10028,URB,3430519979,7.9,40.499132,-3.708664,40.499202,-3.708647,bueno
10029,URB,254463575,81.2,40.498237,-3.709334,40.498573,-3.708481,aceptable
10030,URB,254463575,21.8,40.498758,-3.708568,40.498573,-3.708481,bueno
